V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_b1RTNajakCYSJqB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:22:29,2016-08-28 20:22:36,1,3,214,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_7aJWCNo37nBVtWd,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:25:56,2016-08-28 20:26:02,1,3,244,3,6,1,2,,,,1,"One-way ANOVA followed by post hoc t-tests incorporating a Bonferroni adjustment demonstrated no statistically significant differences be- tween volunteers participating in the three trials in relation to age, body mass, body height, peak oxygen uptake, as well as skinfold thickness of skin and subcutaneous tissue at the VL, TB, and TRAP (P   0.05).",,,,,,,,44.804595947266,-93.137100219727,-1,
R_dbAzxSLVyfrMqA5,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 21:00:14,2016-08-28 21:00:22,1,3,322,3,6,1,1,,,,,,,,,,,1,,44.804595947266,-93.137100219727,-1,
R_2aZCHUZ5EYUdgBD,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 21:09:03,2016-08-28 21:09:11,1,3,394,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_72Fm7oonfF6Tav3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 21:21:21,2016-08-28 21:21:27,1,3,453,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_0DmFI6zhaPBAgyF,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 21:24:15,2016-08-28 21:24:22,1,3,467,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_6fWAGdN7TPSrMCp,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 21:25:07,2016-08-28 21:25:13,1,3,483,3,6,1,2,I am not sure if this is an RCT or not...individuals don't seem to be in distinct groups,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3qGZIAtSigJ5vQV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 16:46:19,2016-08-29 16:46:29,1,3,619,1,6,1,2,70% vs 95%...70% is control/recommended,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_eKGL9vf485NARGB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 16:47:20,2016-08-29 16:47:29,1,3,624,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9u9TBya3yB5GBet,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 16:58:06,2016-08-29 16:58:15,1,3,665,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1Ly62QTUxoLpzDf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:01:09,2016-08-29 17:01:19,1,3,685,1,6,1,2,,,,1,There were no significant differences between pretraining results for any of the parameters.,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9WAFBm6MUvTOwwR,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:11:24,2016-08-29 17:11:32,1,3,720,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3fSM6Z3iIDhM8aV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:12:37,2016-08-29 17:12:44,1,3,723,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9BT54sKKFazMT7T,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:13:13,2016-08-29 17:13:23,1,3,725,1,6,1,1,"All subjects completed two experimental trials in which they consumed either a com- mercially available CES (6% carbohydrate and 18.0 mmol·L 1 NaCl) or distilled water. During an additional trial, 14 subjects repeated one of the two fluids to determine the reproducibility of fluid intake. Experimental trials were scheduled at least 1 wk apart, and trials were assigned in random order. /  / water=control",,,,,,,,,,1,,33.880004882812,-117.9633026123,-1,
R_6LHcC86liI3koVT,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:17:32,2016-08-29 17:17:39,1,3,800,1,6,1,2,,,,1,No significant differences in force sensation were found between CHO and PBO during the preexercise ,,,,,,,,33.880004882812,-117.9633026123,-1,
R_aatE1a4KtsL9X0x,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 17:20:37,2016-08-29 17:20:44,1,3,830,1,6,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_0xLAWam1CHeH9K5,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:10:53,2016-08-29 18:11:07,1,3,46,3,6,1,1,this is a randomized crossover design...I listed as individualized randomized control trial because otherwise it would have closed the survey. ,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_246mqnAb1HAF9Fb,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:11:47,2016-08-29 18:11:55,1,3,51,3,6,1,1,"header underneath table 1: Values are means  SE. SBP, systolic blood pressure; DBP, diastolic blood pressure; HDL, high-density lipoprotein; LDL, low-density lipoprotein. *P   0.05 vs. young. <-",,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_87mLnRu9SfnqZrT,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:12:31,2016-08-29 18:12:45,1,3,52,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_8tW2Dy7GbgSGObP,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:13:16,2016-08-29 18:13:27,1,3,65,3,6,1,2,At first seems like a crossover design but without a control group...just all 11 participants do one treatment then do the other treatment / another day... but I believe the normoxia is the control group and therefore it counts as an RCT because it would be a crossover design with a control group.,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_bsaNGOU9bv5uTsh,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:14:01,2016-08-29 18:14:12,1,3,74,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_87K5DBVtRHc1moR,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:15:02,2016-08-29 18:15:13,1,3,109,3,6,1,1,Not sure if this is an RCT or not...doesn't have control group,,,1,Characteristics of the participants of the three groups are presented in Table 1. Group 1HEX achieved signifi- cantly (P = 0.025) lower VO2peak at baseline test than 2HEX. No additional significant group differences were observed.,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_0puewjsfebFPDhz,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:15:55,2016-08-29 18:16:07,1,3,120,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_cvDT9UeV0yydhdj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:17:21,2016-08-29 18:17:32,1,3,163,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_3WC7fNYKZhIKo2F,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:18:04,2016-08-29 18:18:16,1,3,172,3,6,1,1,,,,,,,,,,,1,,44.804595947266,-93.137100219727,-1,
R_5gUEGvREYY6fB65,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:18:42,2016-08-29 18:18:56,1,3,176,3,6,1,1,baseline information combined with post-intervention in Table 4 and Table 3,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1UfbZkUKpIWeYiV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:19:24,2016-08-29 18:19:34,1,3,189,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_5v80OthOUgGUIRf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:20:14,2016-08-29 18:20:23,1,3,190,3,6,1,2,"no baseline table...but I think in text under results participants: can assume variables measured are referring to baseline /  /  / Thirteen participants (8 males: V ̇ O2max 63.7 T 6.5 mLIkgj1Iminj1, 5 females: V ̇O2max 51.6 T 2.8 mLIkgj1Iminj1; 32 T 7 yr old; weight, 71.1 T 13.4 kg; height, 177 T 11.8 cm) completed the study. Blood results were available for 10 to 12 participants. There were no significant differences between males or females for any of the variables measured (P 9 0.05).",,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_eVv8wuTC7jLY53T,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:22:06,2016-08-29 18:22:18,1,3,202,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_eqYr28BAXRIsLnD,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:22:54,2016-08-29 18:23:09,1,3,204,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_0Hue5eP7cvoQgUB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:23:54,2016-08-29 18:24:03,1,3,211,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_ethbUCC2VZ76EVD,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:24:28,2016-08-29 18:24:39,1,3,212,3,6,1,1,"There were no between-trial differences in pretrial nutri- tional dietary intakes (van Rosendal et al., 2012).",,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_6MezDTAiCBYmSb3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:25:14,2016-08-29 18:25:23,1,3,235,3,6,1,1,*Significantly different from 35-PLA (P   0.05); ,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_d6WuYiU3Y8x7wQ5,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:25:44,2016-08-29 18:25:53,1,3,236,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_6rn1IT7JIEwZ6It,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:26:20,2016-08-29 18:26:30,1,3,239,3,6,2,2,the sample was not equally distributed according to gender (five women; two men). Mean age was 49.7   12.6 (range = 37–65) years; mean BMI was 34.7   5.07 (range = 29–41).,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_9T8GNotrrge4xwN,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:26:46,2016-08-29 18:26:55,1,3,279,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_e8xi9ztYV9cElLv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:27:57,2016-08-29 18:28:06,1,3,286,3,6,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_38Zihev6vm7zobj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:28:47,2016-08-29 18:28:57,1,3,289,3,6,2,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_b3MUYpcXSFwWfhb,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 18:31:06,2016-08-29 18:31:19,1,3,318,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_afuXdz6aYr2P4Gh,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:15:30,2016-08-29 20:15:40,1,3,321,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_a5n12H9caiudFtj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:18:31,2016-08-29 20:18:40,1,3,351,3,6,1,2,Baseline characteristics are shown as means   SE. ,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_8IBQtXIixG5HYeF,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:19:38,2016-08-29 20:19:46,1,3,354,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_cV11k1EHPy2Vrjn,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:20:45,2016-08-29 20:20:52,1,3,358,3,6,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_9sN0hLoTmY7LyD3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:21:44,2016-08-29 20:21:54,1,3,360,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_8uze875mJNjDcpv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:22:37,2016-08-29 20:22:44,1,3,375,3,6,1,2,CYC=control as cycling traditional,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_bx3FuuzVBUprc7r,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:23:10,2016-08-29 20:23:17,1,3,378,3,6,1,2,"I think resting pulmonary function and maximal exercise values are the baseline data... /  / Descriptive characteristics, pulmonary function, and maximal exer- cise data between males and females were compared with unpaired t-tests. ",,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_9ERoFDCkavS3L7v,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:23:53,2016-08-29 20:23:59,1,3,384,3,6,1,1,,,,,,,,,,,1,,44.804595947266,-93.137100219727,-1,
R_0DQOMlpl5Daxasd,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:24:29,2016-08-29 20:24:36,1,3,398,3,6,1,2,LEX = conventional / ,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_bdg4mXMcnXfMnlP,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:25:23,2016-08-29 20:25:31,1,3,400,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_4TuorZWU4XoVMKV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:25:53,2016-08-29 20:26:00,1,3,404,3,6,1,2,BASE= baseline,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_9uBD8fVsktOKCMJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:26:27,2016-08-29 20:26:34,1,3,430,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_5dpRX1LNtUEh9vn,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:26:55,2016-08-29 20:27:02,1,3,447,3,6,1,2,"he 15 EVH− athletes (M (SD) = 30 years (5)) were significantly older compared to the EVH+ athletes (24 years (4); p = 0.027). There were no differences between EVH+ and EVH− athletes in height, weight, fitness, and baseline spirometry (FVC = 4.8 L (0.6) or 120% (14) predicted; FEV1 = 3.87 L (0.6) or 113% (14) predicted; FEV1 /FVC = 81% (6) or 94% (7) predicted). These data are more comprehensively reported in Table S1 in the supplemental online section.",,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_9uWCXPEpfi4dU7b,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:27:22,2016-08-29 20:27:28,1,3,457,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_d10ZMtT3hbVEfqZ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:27:49,2016-08-29 20:27:58,1,3,462,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_42ShRKwtZqrq28t,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:28:18,2016-08-29 20:28:25,1,3,470,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_4TTfsOELwG3u3Zz,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:28:37,2016-08-29 20:28:45,1,3,471,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_d1h0mxomlGe8zKB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:29:06,2016-08-29 20:29:13,1,3,473,3,6,1,2,,,,1,"independent- samples t-test or its nonparametric equivalent, the Mann– Whitney U test, was performed on the anthropometric and the exercise variables to test for significant differences be- tween boys and girls and between the SRT and the CPET.",,,,,,,,44.804595947266,-93.137100219727,-1,
R_85I4CkACRl0ZIcB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:29:31,2016-08-29 20:29:38,1,3,482,3,6,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_1TZOoSNNhWGMzOJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:30:20,2016-08-29 20:30:26,1,3,498,3,6,1,2,,1,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3mam1ciAHQjzGip,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:30:43,2016-08-29 20:30:49,1,3,499,3,6,1,2,counterbalanced,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_a3FXTs9mFYeuY3r,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:31:04,2016-08-29 20:31:11,1,3,509,3,6,1,1,table 3 contains before baseline,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_4IrshAsLwK52Bwx,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:31:39,2016-08-29 20:31:45,1,3,511,3,6,1,1,,,,,,,1,,,,,,44.999404907227,-93.296997070312,-1,
R_5aq8fcTTAdgFcb3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:32:07,2016-08-29 20:32:15,1,3,513,3,6,1,1,,,1,,,,,1,,,,,44.999404907227,-93.296997070312,-1,
R_6Q1Yr68kFycMDvn,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:32:34,2016-08-29 20:32:43,1,3,516,3,6,1,1,,,1,,,,,1,,,,,44.999404907227,-93.296997070312,-1,
R_4GfNvvXENX7KGsB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:33:03,2016-08-29 20:33:10,1,3,521,3,6,1,1,Table 1 D-2 is baseline,,,,,,,,,,1,,44.999404907227,-93.296997070312,-1,
R_726EIAYB6yeVqlv,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:33:30,2016-08-29 20:33:38,1,3,526,3,6,1,1,randomized crossover ,,,,,,1,,,,,,44.999404907227,-93.296997070312,-1,
R_aeD8srMjd3xf1uR,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:34:57,2016-08-29 20:35:07,1,3,563,3,6,1,1,,,1,,,,,1,,,,,44.999404907227,-93.296997070312,-1,
R_bwpST5xH5SuHhM9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:35:31,2016-08-29 20:35:38,1,3,567,3,6,1,2,,,1,,,,,,,,,,44.999404907227,-93.296997070312,-1,
R_3n5ovrWW1WhpRCB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:36:02,2016-08-29 20:36:09,1,3,573,3,6,1,2,FVC = covariate,,1,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_9LDqDEIc3ZlSSAB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:36:34,2016-08-29 20:36:44,1,3,600,1,6,1,2,,,1,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_5gpKCSRdESOISpf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:38:00,2016-08-29 20:38:09,1,3,604,1,6,1,1,,,1,,,,,1,,,,,46.306701660156,-94.100799560547,-1,
R_50Xj8oGg9GJZ6eh,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:38:30,2016-08-29 20:38:37,1,3,606,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_8AfLSLGlIJrWNNj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:38:54,2016-08-29 20:39:01,1,3,620,1,6,1,1," Nine endurance trained males (mean   SEM; age 25   2 yr; height 191   4 cm; body mass 76.8   2.8 kg; V ̇ O2max, 64.7   2.7 mL·kg 1·min 1) v",,,,,,,,,,1,,33.880004882812,-117.9633026123,-1,
R_0rIU9IsVtSCoz5j,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:39:14,2016-08-29 20:39:20,1,3,668,1,6,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_3f7GMZviEc2b6S1,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:39:43,2016-08-29 20:39:51,1,3,701,1,6,1,1,,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_a9kJAXjGxfTyWbz,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:40:05,2016-08-29 20:40:11,1,3,704,1,6,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_ahFBWpCzxmE924Z,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:41:31,2016-08-29 20:41:37,1,3,727,1,6,1,2,,,,1,There was no significant difference in the preingestion con- / centration of any blood variable between the placebo and / NaHCO conditions. Plasma [HCO  ] and pH were signif- ,,,,,,,,33.880004882812,-117.9633026123,-1,
R_4JExuO4uyuL9yHr,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:41:50,2016-08-29 20:41:57,1,3,728,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9Z9KS2XIxEpMa8d,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:42:07,2016-08-29 20:42:14,1,3,729,1,6,1,2,,,,1,"t baseline and immediately on completion of the 30 min of exercise, the free water clear- ance in the celecoxib and indomethacin groups was lower than the placebo group, but this just failed to reach signif- icance (P   0.06) (Fig. 3).",,,,,,,,33.880004882812,-117.9633026123,-1,
R_1TwPq3Qf3fqHp9X,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:42:28,2016-08-29 20:42:34,1,3,752,1,6,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_3mWlFNfYRugAL9H,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:42:58,2016-08-29 20:43:07,1,3,759,1,6,3,1,,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_3rP0vVH2yLtBxaZ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:43:29,2016-08-29 20:43:36,1,3,785,1,6,1,2,table 2: post inhalation =baseline,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2a7Ya9IOx5GsoE5,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:44:53,2016-08-29 20:45:02,1,3,828,1,6,1,2,"The study was a single blind, three-way crossover design in which the test drinks were a new prototype carbohydrate- electrolyte drink (PCE), a commercially available carbohy- drate-electrolyte drink (CCE), and mineral water (W). /  / balanced / ",,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_0pLoxQvDiWjJUxf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:45:23,2016-08-29 20:45:29,1,3,833,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9HTQRfZrgRnya4l,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:46:12,2016-08-29 20:46:19,1,3,974,3,6,1,1,cSignificant difference (planned contrast) from PreCap in the placebo condition (P = 0.02).,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_7OLfAb3TsAyjY45,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:46:34,2016-08-29 20:46:40,1,3,975,3,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3TRf6cHVbWrTWYd,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:46:52,2016-08-29 20:46:58,1,3,979,3,6,1,1,DE vs IE table 1....also p<0.05,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_795c1EUtTK2Kb4x,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:47:39,2016-08-29 20:47:46,1,3,270,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_cBWH0kOa52WZOZL,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:48:23,2016-08-29 20:48:30,1,3,590,1,6,1,1,,,1,,,,,1,,,,,46.306701660156,-94.100799560547,-1,
R_1YQ2y2palte3Qy1,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:48:43,2016-08-29 20:48:49,1,3,724,1,6,1,1,moderate=control and it was random order,,,,,,,,,,1,,33.880004882812,-117.9633026123,-1,
R_8kM1qMNHWh5wbgV,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:49:10,2016-08-29 20:49:17,1,3,743,1,6,1,2,no control...no randomization,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_39rdCcwT48pGGcB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-29 20:50:01,2016-08-29 20:50:13,1,3,501,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_5jLrehQXKSAHlVH,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:09:30,2016-08-30 07:09:39,1,3,146,3,6,1,2,randomized crossover that counts as RCT...no baseline or baseline covariates compared,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_cu1XfxUjLF1QSgJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:09:53,2016-08-30 07:10:01,1,3,298,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_6qXwlgNlgETpyYZ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:10:21,2016-08-30 07:10:29,1,3,542,3,1,1,1,,,1,,,,,1,,,,,44.999404907227,-93.296997070312,-1,
R_02oEWEmgelEtG9D,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:11:12,2016-08-30 07:11:30,1,3,543,3,6,1,1,,,,,,,,,,,,1,44.999404907227,-93.296997070312,-1,
R_0fFUKUNCyjBMEbX,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:11:50,2016-08-30 07:11:57,1,3,747,1,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3drLwbqT30eAMYJ,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:12:12,2016-08-30 07:12:20,1,3,834,1,6,1,2,random order so counter balanced,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3w51H7dbQsKbif3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:12:36,2016-08-30 07:12:43,1,3,916,3,6,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_0USeRWNDgYX4Xkx,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-30 07:13:04,2016-08-30 07:13:14,1,3,965,3,6,1,2,rest placebo rest nitrate= baseline,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
